id,relation,comment,domain,text
177,"Content-Container(e1,e2)",Comment: prototypical example,Chemistry,"To separate the solids at the end of the experiment, the <e1>clay</e1> was contained in a semi- permeable <e2>membrane tubing</e2>."
178,"Entity-Destination(e1,e2)",Comment:,Story,This machine is blowing <e1>sand</e1> into <e2>molds</e2>.
179,Other,Comment: Purpose-Tool,Story,The <e1>cultivation</e1> consisted of plowing the crop with a double-shovel <e2>plow</e2>.
180,"Message-Topic(e1,e2)",Comment: the chapter is about theology,Story,The final <e1>chapter</e1> offers a <e2>theological survey</e2> of the use of the formula.
181,"Cause-Effect(e2,e1)",Comment:,Story,She mentioned the <e1>scandal</e1> caused by a BBC <e2>documentary</e2> on the treatment of children in a special-needs home and asked how the state had responded to these.
182,"Component-Whole(e1,e2)",Comment:,Biology,"Isolated fractures of the <e1>shaft</e1> of the <e2>ulna</e2>, without other fractures, often result when the forearm is raised to fend off a blow."
183,Other,Comment: violates b.1,Politics,We have placed the <e1>candidates</e1> into <e2>roles</e2>.
184,Other,Comment: violates c.3,Education,Frequent agitations throw academic <e1>life</e1> into <e2>disarray</e2>.
185,"Product-Producer(e2,e1)",Comment: (a) is satisfied,Art,Still other examples of the <e1>potter</e1>'s <e2>ceramics</e2> are clad in slinky assortments of tassels and beads.
186,"Component-Whole(e1,e2)",Comment:,Biology,"The <e1>nasal cavity</e1> of <e2>birds</e2> contains turbinates (Bang 1971), cartilaginous structures that are thought to have as one of their functions water recovery from air."
187,Other,Comment:,Biology,"Thus, in simple words, a <e1>tendon</e1> attaches a <e2>muscle</e2> to a bone."
188,Other,Comment:,News,"<e1>Positions</e1> were denoted by <e2>black dots</e2> along the tracks, the adjacent numbers indicating the day of the month."
189,"Cause-Effect(e2,e1)",Comment:,News,The World Health Organization(WHO) found that the <e1>radiation</e1> release from the Chernobyl <e2>accident</e2> was 200 times that of the Hiroshima and Nagasaki.
190,"Content-Container(e2,e1)",Comment: the treas are in the bag,FirstP,My dog ate a <e1>cellophane bag</e1> full of <e2>dog treats</e2> on Tuesday.
191,"Component-Whole(e2,e1)",Comment:,Story,The <e1>owl</e1> held the mouse in its <e2>claw</e2>.
192,"Entity-Destination(e1,e2)",Comment:,Story,This is how grain was delivered to the wooden grain bins and <e1>hay</e1> was put inside the upper part of the rock <e2>barn</e2>.
193,"Product-Producer(e2,e1)",Comment: (a) is satisfied,News,Police foiled an attempt to kill an <e1>artist</e1> who drew a <e2>cartoon</e2> depicting the Prophet Muhammad that sparked outrage in the Muslim world.
194,"Entity-Destination(e1,e2)",Comment:,Art,"When Woody Harrelson received a copy of the screenplay for Zombieland"" last year, he stuffed the <e1>paper</e1> into his duffel <e2>bag</e2> of unread scripts and promptly forgot about it."""
195,"Member-Collection(e2,e1)",Comment: Look at en.wikipedia.org/wiki/Treasure_trove -- it is a collection.,Art,"The city is a <e1>treasure trove</e1> of terrific <e2>libraries</e2>, interesting museums, and wonderful Victorian architecture complemented by the incomparable work of Scotland's greatest architect, Charles Rennie Mackintosh."
196,"Component-Whole(e1,e2)",Comment:,Story,We leave the <e1>bail</e1> of the <e2>reel</e2> open and place your the rod in a double mounted set up as shown on the facing page.
197,"Entity-Origin(e1,e2)",Comment:,History,The Mapungubwe Collection at the University of Pretoria features remarkable <e1>works</e1> from the largely forgotten <e2>kingdom</e2> of Mapungubwe that flourished near the confluence of the Limpopo and Shashe Rivers between 1000 and 1300 AD.
198,"Cause-Effect(e2,e1)",Comment:,Politics,"Also, in the midst of the <e1>confusion</e1> caused by the <e2>coup</e2>, the issuing of militant posters was a way for artists and organizations to declare their active engagement against the rebellion."
199,"Product-Producer(e1,e2)",Comment: (a) is satisfied,Politics,The title is taken from an 1813 <e1>book</e1> by a Virginia <e2>planter</e2> and senator named John Taylor.
200,"Member-Collection(e2,e1)",Comment:,Story,"In the same way, a <e1>society</e1> is built up of many <e2>individuals</e2>."
201,"Instrument-Agency(e2,e1)",Comment:,Technology,The <e1>scientist</e1> approached the big cat with a <e2>notepad</e2> and a pencil in her hands.
202,"Entity-Origin(e1,e2)",Comment:,Art,The bottom <e1>photo</e1> is from the New York public <e2>library</e2>.
203,"Cause-Effect(e1,e2)",Comment:,News,The <e1>accident</e1> caused a major traffic <e2>snarl</e2> on the arterial road.
204,Other,Comment:The team is not a collection of surgeons.,News,Two plane crash survivors have paid a special visit to the Hutt Hospital <e1>surgeon</e1> whose <e2>team</e2> helped to re-build their shattered faces eight years ago.
205,"Content-Container(e1,e2)",Comment: prototypical example,History,The <e1>dress</e1> was in a <e2>trunk</e2> dated summer of 1938 along with several other dresses from this same period.
206,"Cause-Effect(e2,e1)",Comment:,Story,"The various forms of idealistic, materialistic and agnostic philosophies are subject to the <e1>tension</e1> caused by the indicated <e2>situation</e2>."
207,"Member-Collection(e1,e2)",Comment:,Story,"From him, Cain learns that Alexis had survived his suicide and became the <e1>leader</e1> of that <e2>organization</e2>, renaming it Delilah."
208,"Product-Producer(e2,e1)",Comment: (a) is satisfied,News,"James Hagler, Venice's <e1>director</e1> of historical resources, has completed a picture <e2>book</e2> of the area's buildings."
209,"Entity-Destination(e1,e2)",Comment:,Technology,A program has fetched <e1>data</e1> into host variable <e2>arrays</e2>.
210,"Entity-Destination(e1,e2)",Comment:,Art,"Recently, only insignificant <e1>things</e1> arrive to <e2>theatres</e2>."
211,Other,Comment:,chemistry,Tissue damage and <e1>electrode</e1> <e2>corrosion</e2> are both associatcd with high charge density stimulation.
212,"Component-Whole(e2,e1)",Comment:,Story,Two of Walters's fingers are inside the <e1>koala</e1> 's <e2>pouch</e2>.
213,"Member-Collection(e2,e1)",Comment:,Biology,"In a former residence, your writer had an atrium containing a <e1>duel</e1> of doves<e2>moles</e2> numbering 22."
214,"Component-Whole(e2,e1)",Comment:,Technology,"To stand up to the wind, <e1>umbrella</e1> <e2>frames</e2> are strong yet flexible."
215,"Cause-Effect(e2,e1)",Comment:,Biology,<e1>Contractions</e1> of the diaphragm are caused by stimulation of the vagus nerve either by the brain or by <e2>irritation</e2> anywhere along the length of the nerve.
216,"Entity-Origin(e1,e2)",Comment:,News,A 15 minute <e1>plane</e1> drive from <e2>runway</e2> to terminal is uncommon.
217,"Entity-Origin(e1,e2)",Comment:,Biology,The geometric <e1>skeleton</e1> is derived from a static <e2>object</e2> using an implicit 'directions' method.
218,"Product-Producer(e2,e1)",Comment: (a) is satisfied,Art,The <e1>filmmakers</e1> dug a large <e2>hole</e2> in the ground for the scene where the Narnians cause the pillars supporting the growth near Aslan's How to collapse on the Telmarines.
219,"Message-Topic(e1,e2)",Comment:,Politics,It is a monthly <e1>report</e1> providing <e2>opinion</e2> and advice on current United States government contract issues.
220,"Instrument-Agency(e2,e1)",Comment:,Politics,"<e1>Governments</e1>, frightened of losing votes, resolved the crisis through <e2>subsidization</e2>."
221,Other,Comment:,Story,"For Christmas, Daniel gave Kelly a Tiffany bracelet, and for Valentine's Day he bought a <e1>diamond</e1> <e2>necklace</e2>."
222,"Member-Collection(e2,e1)",Comment:,FirstP,"We also passed a <e1>wake</e1> of turkey <e2>buzzards</e2>, and I was again glad to not be driving, because my car and I both have shaky nerves still, from the Great Turkey Buzzard Incident of '08."
223,"Cause-Effect(e2,e1)",Comment:,Biology,Plantar <e1>warts</e1> are caused by a <e2>virus</e2> that infects the outer layer of skin on the soles of the feet.
224,Other,Comment:,Technology,The <e1>sensor</e1> was manufactured in a cost effective thin film <e2>process</e2>.
225,Other,Comment: Compeer = peer (more or less). Not a set.,Politics,"The putative left, we see, is just as eager as the nominal right to brand crime and violence with any hint of political motivation as terrorism, and therefore to remove it from the ordinary processes of criminal law and sanction, which are already quite draconian in these United States, and to animate parallel systems of harsher surveillance and punishment for the political <e1>compeers</e1> of such <e2>criminals</e2>."
226,"Component-Whole(e2,e1)",Comment:,Art,"The <e1>list</e1> of the 10 Most Beautiful Women posted on the official Web site of the 2009 Australian Open was filled with sleek, thin <e2>images</e2>."
227,"Component-Whole(e1,e2)",Comment:,Story,The <e1>rope</e1> of the <e2>prayer-bell</e2> was there in a perfect state and coiled up.
228,"Instrument-Agency(e2,e1)",Comment:,Story,One man pours on a liquid while the other <e1>man</e1> stirs the mixture with a wooden <e2>paddle</e2> or spatula.
229,"Member-Collection(e2,e1)",Comment:,Politics,"Besides, the Chinese case also challenges some ideas of RSS theory, including the concept of <e1>alliance</e1> of different social <e2>classes</e2> and the role of working class in democratization."
230,"Entity-Destination(e1,e2)",Comment:,News,"As the US and Colombian military put pressure on drug traffickers, <e1>operations</e1> are migrating into <e2>nearby countries</e2>."
231,"Content-Container(e1,e2)","Comment: prototypical example, the ewer has the cover in it",Art,A conical <e1>cover</e1> preserved in a <e2>ewer</e2> in Athens accords extremely well with the form of these vessels.
232,"Component-Whole(e2,e1)",Comment:,Technology,The front of the boring <e1>machine</e1> contains tungsten-tipped <e2>picks</e2> that workers guide with the use of laser projections on video screens.
233,"Entity-Destination(e1,e2)",Comment:,News,They incorporated the <e1>immigrant flows</e1> into <e2>microsimulation</e2>.
234,"Entity-Origin(e1,e2)",Comment:,FirstP,I have always felt so relieved that Roy and the <e1>boys</e1> had left the <e2>creek</e2>.
235,"Message-Topic(e1,e2)",Comment:,Politics,The first <e1>report</e1> analyses the adaptation <e2>strategies</e2> of the EU member states.
236,"Product-Producer(e1,e2)",Comment: we consider power as government,Politics,Cook's discoveries prepared the way for establishment of a new penal <e1>colony</e1> by the colonial <e2>power</e2>.
237,Other,Comment: violates c.3,Biology,This process passes on a health <e1>gene</e1> to the next <e2>generation</e2>.
238,"Instrument-Agency(e1,e2)",Comment: we consider the eye as an actor.,Physic,A <e1>telescope</e1> assists the <e2>eye</e2> chiefly in two ways.
239,"Entity-Destination(e1,e2)",Comment:,Story,The <e1>boy</e1> accidentally went into the girl's <e2>bathroom</e2>.
240,"Content-Container(e1,e2)",Comment: prototypical example.,Technology,The <e1>document</e1> is stored in the proper <e2>folder</e2> as a text.
241,"Message-Topic(e1,e2)",Comment:,Story,"Unfortunately, they just had brief mentions and more <e1>pages</e1> were spent describing the clubs <e2>scene</e2>."
242,Other,Comment:,Story,The map to the left shows a snapshot of <e1>weather</e1> <e2>conditions</e2> in selected towns across Italy.
243,"Member-Collection(e2,e1)",Comment:,FirstP,I reflected on this while passing a <e1>passel</e1> of <e2>pigeons</e2> parading on a Loop sidewalk the other day.
244,Other,"Comment: resources go to promoting, not to wine=",Story,The retailers poured <e1>resources</e1> into promoting low-alcohol <e2>wine</e2>.
245,"Content-Container(e1,e2)",Comment: prototypical example; no movement,History,"Fiscus was the treasury of the Roman emperor, so-called because the <e1>money</e1> was stored in <e2>baskets</e2>."
246,"Entity-Destination(e1,e2)",Comment:,Chemistry,Hundreds of toxic <e1>chemicals</e1> were released into the <e2>atmosphere</e2>.
247,Other,Comment: part is not a producer,History,"The final <e1>part</e1> of the court is completed by the <e2>chapel</e2>, begun by Mary I in 1554 in memory of her father."
248,"Content-Container(e1,e2)",Comment: the mobile was contained in the belly of the cod (2) is satisfied,News,<e1>Mobile</e1> lost in the ocean was found in a cod <e2>belly</e2>.
249,"Message-Topic(e1,e2)",Comment:,Education,The <e1>flyer</e1> advertised a two-week <e2>workshop</e2> being conducted at the university this summer.
250,Other,Comment:,History,The <e1>hotel</e1> arose from the <e2>reconstruction</e2> of historical building.
251,"Message-Topic(e1,e2)","Comment: Edition = a book, presumably. About findings.",Biology,"This revised <e1>edition</e1> incorporates new research <e2>findings</e2> and advances in the treatment of genetic disorders, including gene-directed therapies."
252,"Member-Collection(e1,e2)",Comment:,Biology,"<e1>Fish</e1> swim in a <e2>shoal</e2>, but they fall one by one."
253,"Entity-Destination(e1,e2)",Comment:,Technology,All <e1>bookmarks</e1> have been exported to a single <e2>file</e2>.
254,"Instrument-Agency(e2,e1)",Comment:,Technology,The <e1>team</e1> used the newly-developed <e2>nanoparticle</e2> to build therapies for treating individuals with cardiovascular disease.
